|R01|00000000000000000001|S|IF     |SWEDA               |IF ST200            |01.00.01  |20101030|185909|000|10793118000178|123456        |10793118000178|00000000ISENTO|00000000ISENTO|T2TI.COM                                |T2Ti PDV                                |0100      |9e107d9d372bb6826bd81d3542a419d6|20101030|20101030|0105
|R02|00000000000000000001|S|IF ST200            |01|000000|000026|000002|36101028|36101028||1005,70| 
|R05|00000000000000000001|S|IF ST200            |01|000095|000095|000|2509021501148 |FOLHA DE PENTA GAMA                                                                                 |1,00|UND|4,00|0,00|0,00|0,00|       | |0,00|0,00|0,00|A|T|3|2
|R05|00000000000000000001|S|IF ST200            |01|000095|000095|001|0001190000009 |BORRACHA PLASTICA - TK NEON                                                                         |1,00|UND|1,50|0,00|0,00|0,00|       | |0,00|0,00|0,00|A|T|3|2
|R05|00000000000000000001|S|IF ST200            |01|000096|000062|001|1603041234428 |FERRO GALVANIZADO DE 1/2" C/3M                                                                      |1,00|UND|133,00|0,00|0,00|0,00|01T1700| |0,00|0,00|0,00|A|T|3|2
|R05|00000000000000000001|S|IF ST200            |01|000096|000096|000|2509021501148 |FOLHA DE PENTA GAMA                                                                                 |1,00|UND|4,00|0,00|0,00|0,00|       | |0,00|0,00|0,00|A|T|3|2
|R05|00000000000000000001|S|IF ST200            |01|000096|000096|001|0001190000009 |BORRACHA PLASTICA - TK NEON                                                                         |1,00|UND|1,50|0,00|0,00|0,00|       | |0,00|0,00|0,00|A|T|3|2
|R05|00000000000000000001|S|IF ST200            |01|000097|000063|001|3011010827133 |TECIDO EM HELANCA                                                                                   |10,00|UND|1,00|0,00|0,00|0,00|01T1700| |0,00|0,00|0,00|A|T|3|2
|R05|00000000000000000001|S|IF ST200            |01|000097|000063|002|0312011604499 |SULFATO DE ALUMINIO                                                                                 |10,00|UND|2,30|0,00|0,00|0,00|01T1700| |0,00|0,00|0,00|A|T|3|2
|R05|00000000000000000001|S|IF ST200            |01|000097|000097|000|2509021501148 |FOLHA DE PENTA GAMA                                                                                 |1,00|UND|4,00|0,00|0,00|0,00|       | |0,00|0,00|0,00|A|T|3|2
|R05|00000000000000000001|S|IF ST200            |01|000097|000097|001|0001190000009 |BORRACHA PLASTICA - TK NEON                                                                         |1,00|UND|1,50|0,00|0,00|0,00|       | |0,00|0,00|0,00|A|T|3|2
|R05|00000000000000000001|S|IF ST200            |01|000098|000064|001|0001170000005 |BORRACHA PLASTICA - TK PEQUENA                                                                      |10,00|UND|0,70|0,00|0,00|0,00|01T1700| |0,00|0,00|0,00|A|T|3|2
|R05|00000000000000000001|S|IF ST200            |01|000098|000064|002|0001180000002 |BORRACHA PLASTICA - TK GRANDE                                                                       |10,00|UND|2,00|0,00|0,00|0,00|01T1700| |0,00|0,00|0,00|A|T|3|2
|R05|00000000000000000001|S|IF ST200            |01|000098|000064|003|0001190000009 |BORRACHA PLASTICA - TK NEON                                                                         |10,00|UND|1,50|0,00|0,00|0,00|01T1700| |0,00|0,00|0,00|A|T|3|2
|R05|00000000000000000001|S|IF ST200            |01|000098|000064|004|0001234567898 |FITA PAPEL CREPE                                                                                    |10,00|UND|5,80|0,00|0,00|0,00|01T1700| |0,00|0,00|0,00|A|T|3|2
|R05|00000000000000000001|S|IF ST200            |01|000099|000099|001|0001190000009 |BORRACHA PLASTICA - TK NEON                                                                         |1,00|UND|1,50|0,00|0,00|0,00|       | |0,00|0,00|0,00|A|T|3|2
|R05|00000000000000000001|S|IF ST200            |01|000100|000100|000|2509021501148 |FOLHA DE PENTA GAMA                                                                                 |1,00|UND|4,00|0,00|0,00|0,00|       | |0,00|0,00|0,00|A|T|3|2
|R05|00000000000000000001|S|IF ST200            |01|000100|000100|001|0001190000009 |BORRACHA PLASTICA - TK NEON                                                                         |80,00|UND|1,50|0,00|0,00|0,00|       | |0,00|0,00|0,00|A|T|3|2
|R05|00000000000000000001|S|IF ST200            |01|000101|000101|000|2509021501148 |FOLHA DE PENTA GAMA                                                                                 |1,00|UND|4,00|0,00|0,00|0,00|       | |0,00|0,00|0,00|A|T|3|2
|R05|00000000000000000001|S|IF ST200            |01|000101|000101|001|0001190000009 |BORRACHA PLASTICA - TK NEON                                                                         |1,00|UND|1,50|0,00|0,00|0,00|       | |0,00|0,00|0,00|A|T|3|2
|R05|00000000000000000001|S|IF ST200            |01|000101|000101|002|0407011150500 |FITA P/MAQUINA ELETRICA PERSON                                                                      |100,00|UND|29,80|0,00|0,00|0,00|       | |0,00|0,00|0,00|A|T|3|2
|R05|00000000000000000001|S|IF ST200            |01|000102|000102|000|2509021501148 |FOLHA DE PENTA GAMA                                                                                 |1,00|UND|4,00|0,00|0,00|0,00|       | |0,00|0,00|0,00|A|T|3|2
|R05|00000000000000000001|S|IF ST200            |01|000103|000103|000|2509021501148 |FOLHA DE PENTA GAMA                                                                                 |1,00|UND|4,00|0,00|0,00|0,00|       | |0,00|0,00|0,00|A|T|3|2
|R05|00000000000000000001|S|IF ST200            |01|000104|000104|000|1502021849471 |PORTA BOLACHA                                                                                       |1,00|UND|5,40|0,00|0,00|0,00|       | |0,00|0,00|0,00|A|T|3|2
|R05|00000000000000000001|S|IF ST200            |01|000104|000104|000|2509021501148 |FOLHA DE PENTA GAMA                                                                                 |1,00|UND|4,00|0,00|0,00|0,00|       | |0,00|0,00|0,00|A|T|3|2
|R05|00000000000000000001|S|IF ST200            |01|000105|000105|000|0605021008457 |BICO P/ FOGAO                                                                                       |1,00|UND|1,70|0,00|0,00|0,00|       | |0,00|0,00|0,00|A|T|3|2
|R05|00000000000000000001|S|IF ST200            |01|000105|000105|000|2106021651318 |MICROSCOPIO                                                                                         |1,00|UND|2617,50|0,00|0,00|0,00|       |S|1,00|0,00|0,00|A|T|3|2
|R05|00000000000000000001|S|IF ST200            |01|000105|000105|000|2509021501148 |FOLHA DE PENTA GAMA                                                                                 |1,00|UND|4,00|0,00|0,00|0,00|       | |0,00|0,00|0,00|A|T|3|2
|R05|00000000000000000001|S|IF ST200            |01|000105|000105|000|2608021532487 |PELE GROSSA 2/14                                                                                    |1,00|UND|21,00|0,00|0,00|0,00|       | |0,00|0,00|0,00|A|T|3|2
|R05|00000000000000000001|S|IF ST200            |01|000106|000106|000|0605021008457 |BICO P/ FOGAO                                                                                       |1,00|UND|1,70|0,00|0,00|0,00|       | |0,00|0,00|0,00|A|T|3|2
|R05|00000000000000000001|S|IF ST200            |01|000106|000106|000|2106021651318 |MICROSCOPIO                                                                                         |1,00|UND|2617,50|0,00|0,00|0,00|       |S|1,00|0,00|0,00|A|T|3|2
|R05|00000000000000000001|S|IF ST200            |01|000106|000106|000|2509021501148 |FOLHA DE PENTA GAMA                                                                                 |1,00|UND|4,00|0,00|0,00|0,00|       | |0,00|0,00|0,00|A|T|3|2
|R05|00000000000000000001|S|IF ST200            |01|000106|000106|000|2608021532487 |PELE GROSSA 2/14                                                                                    |1,00|UND|21,00|0,00|0,00|0,00|       | |0,00|0,00|0,00|A|T|3|2
|R05|00000000000000000001|S|IF ST200            |01|000107|000107|000|0507021132142 |BUQUE DE ROSAS                                                                                      |1,00|UND|42,60|0,00|0,00|0,00|       | |0,00|0,00|0,00|A|T|3|2
|R05|00000000000000000001|S|IF ST200            |01|000107|000107|000|1603041234428 |FERRO GALVANIZADO DE 1/2" C/3M                                                                      |1,00|UND|133,00|0,00|0,00|0,00|       | |0,00|0,00|0,00|A|T|3|2
|R05|00000000000000000001|S|IF ST200            |01|000107|000107|000|2509021501148 |FOLHA DE PENTA GAMA                                                                                 |1,00|UND|4,00|0,00|0,00|0,00|       | |0,00|0,00|0,00|A|T|3|2
|R05|00000000000000000001|S|IF ST200            |01|000108|000108|000|0507021132142 |BUQUE DE ROSAS                                                                                      |1,00|UND|42,60|0,00|0,00|0,00|       | |0,00|0,00|0,00|A|T|3|2
|R05|00000000000000000001|S|IF ST200            |01|000108|000108|000|1603041234428 |FERRO GALVANIZADO DE 1/2" C/3M                                                                      |1,00|UND|133,00|0,00|0,00|0,00|       | |0,00|0,00|0,00|A|T|3|2
|R05|00000000000000000001|S|IF ST200            |01|000108|000108|000|2509021501148 |FOLHA DE PENTA GAMA                                                                                 |1,00|UND|4,00|0,00|0,00|0,00|       | |0,00|0,00|0,00|A|T|3|2
|R05|00000000000000000001|S|IF ST200            |01|000109|000109|000|1603041234428 |FERRO GALVANIZADO DE 1/2" C/3M                                                                      |1,00|UND|133,00|0,00|0,00|0,00|       | |0,00|0,00|0,00|A|T|3|2
|R05|00000000000000000001|S|IF ST200            |01|000110|000110|000|1603041234428 |FERRO GALVANIZADO DE 1/2" C/3M                                                                      |1,00|UND|133,00|0,00|0,00|0,00|       | |0,00|0,00|0,00|A|T|3|2
|R05|00000000000000000001|S|IF ST200            |01|000111|000111|000|1603041234428 |FERRO GALVANIZADO DE 1/2" C/3M                                                                      |1,00|UND|133,00|0,00|0,00|0,00|       | |0,00|0,00|0,00|A|T|3|2
|R05|00000000000000000001|S|IF ST200            |01|000111|000111|001|3011010827133 |TECIDO EM HELANCA                                                                                   |10,00|UND|1,00|0,00|0,00|0,00|       | |0,00|0,00|0,00|A|T|3|2
|R05|00000000000000000001|S|IF ST200            |01|000112|000112|000|1603041234428 |FERRO GALVANIZADO DE 1/2" C/3M                                                                      |1,00|UND|133,00|0,00|0,00|0,00|       | |0,00|0,00|0,00|A|T|3|2
|R05|00000000000000000001|S|IF ST200            |01|000113|000113|001|3011010827133 |TECIDO EM HELANCA                                                                                   |10,00|UND|1,00|0,00|0,00|0,00|       | |0,00|0,00|0,00|A|T|3|2
|R05|00000000000000000001|S|IF ST200            |01|000113|000113|002|0312011604499 |SULFATO DE ALUMINIO                                                                                 |10,00|UND|2,30|0,00|0,00|0,00|       | |0,00|0,00|0,00|A|T|3|2
|R05|00000000000000000001|S|IF ST200            |01|000114|000114|001|3011010827133 |TECIDO EM HELANCA                                                                                   |10,00|UND|1,00|0,00|0,00|0,00|       | |0,00|0,00|0,00|A|T|3|2
|R05|00000000000000000001|S|IF ST200            |01|000114|000114|002|0312011604499 |SULFATO DE ALUMINIO                                                                                 |10,00|UND|2,30|0,00|0,00|0,00|       | |0,00|0,00|0,00|A|T|3|2
|R05|00000000000000000001|S|IF ST200            |01|000115|000115|001|3011010827133 |TECIDO EM HELANCA                                                                                   |10,00|UND|1,00|0,00|0,00|0,00|       | |0,00|0,00|0,00|A|T|3|2
|R05|00000000000000000001|S|IF ST200            |01|000115|000115|002|0312011604499 |SULFATO DE ALUMINIO                                                                                 |10,00|UND|2,30|0,00|0,00|0,00|       | |0,00|0,00|0,00|A|T|3|2
|R05|00000000000000000001|S|IF ST200            |01|000117|000117|001|3011010827133 |TECIDO EM HELANCA                                                                                   |10,00|UND|1,00|0,00|0,00|0,00|       | |0,00|0,00|0,00|A|T|3|2
|R05|00000000000000000001|S|IF ST200            |01|000117|000117|002|0312011604499 |SULFATO DE ALUMINIO                                                                                 |10,00|UND|2,30|0,00|0,00|0,00|       | |0,00|0,00|0,00|A|T|3|2
|R05|00000000000000000001|S|IF ST200            |01|000119|000119|001|3011010827133 |TECIDO EM HELANCA                                                                                   |1,00|UND|0,00|0,00|0,00|0,00|       | |0,00|0,00|0,00|A|T|3|2
|R05|00000000000000000001|S|IF ST200            |01|000121|000121|001|3011010827133 |TECIDO EM HELANCA                                                                                   |1,00|UND|0,00|0,00|0,00|0,00|       | |0,00|0,00|0,00|A|T|3|2
